budget,budget_by_millions,genre_id,id,original_language,original_title,popularity,release_date,month_of_release,revenue,revenue_by_millions,runtime,status,title,vote_average,vote_count
210000000,210,87,91314,en,Transformers: Age of Extinction,116.840296,25/6/2014,6,1091405097,1091.405097,165,Released,Transformers: Age of Extinction,5.8,3095
200000000,200,14,68728,en,Oz: The Great and Powerful,46.985445,7/3/2013,3,491868548,491.868548,130,Released,Oz: The Great and Powerful,5.7,3530
200000000,200,28,102382,en,The Amazing Spider-Man 2,89.270217,16/4/2014,4,705717432,705.717432,142,Released,The Amazing Spider-Man 2,6.5,4179
170000000,170,12,20526,en,TRON: Legacy,73.79505,10/12/2010,12,400062763,400.062763,125,Released,TRON: Legacy,6.3,2841
200000000,200,16,49013,en,Cars 2,49.98659,11/6/2011,6,559852396,559.852396,106,Released,Cars 2,5.8,2033
200000000,200,12,44912,en,Green Lantern,51.872839,16/6/2011,6,219851172,219.851172,114,Released,Green Lantern,5.1,2487
200000000,200,16,10193,en,Toy Story 3,59.995418,16/6/2010,6,1066969703,1066.969703,103,Released,Toy Story 3,7.6,4597
200000000,200,28,534,en,Terminator Salvation,71.862892,20/5/2009,5,371353001,371.353001,115,Released,Terminator Salvation,5.9,2463
190000000,190,28,168259,en,Furious 7,102.322217,1/4/2015,4,1506249360,1506.24936,137,Released,Furious 7,7.3,4176
200000000,200,28,72190,en,World War Z,81.834855,20/6/2013,6,531865000,531.865,116,Released,World War Z,6.7,5560
250000000,250,28,127585,en,X-Men: Days of Future Past,118.078691,15/5/2014,5,747862775,747.862775,131,Released,X-Men: Days of Future Past,7.5,6032
190000000,190,28,54138,en,Star Trek Into Darkness,78.291018,5/5/2013,5,467365246,467.365246,132,Released,Star Trek Into Darkness,7.4,4418
195000000,195,28,81005,en,Jack the Giant Slayer,43.349855,27/2/2013,2,197687603,197.687603,114,Released,Jack the Giant Slayer,5.5,2598
105000000,105,18,64682,en,The Great Gatsby,61.196071,10/5/2013,5,351040419,351.040419,143,Released,The Great Gatsby,7.3,3769
150000000,150,12,9543,en,Prince of Persia: The Sands of Time,62.169881,19/5/2010,5,335154643,335.154643,116,Released,Prince of Persia: The Sands of Time,6.2,2317
180000000,180,28,68726,en,Pacific Rim,56.523205,11/7/2013,7,407602906,407.602906,131,Released,Pacific Rim,6.7,4794
195000000,195,28,38356,en,Transformers: Dark of the Moon,28.529607,28/6/2011,6,1123746996,1123.746996,154,Released,Transformers: Dark of the Moon,6.1,3299
185000000,185,12,217,en,Indiana Jones and the Kingdom of the Crystal Skull,75.674458,21/5/2008,5,786636033,786.636033,122,Released,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495
175000000,175,12,105864,en,The Good Dinosaur,51.692953,14/11/2015,11,331926147,331.926147,93,Released,The Good Dinosaur,6.6,1736
185000000,185,16,62177,en,Brave,125.114374,21/6/2012,6,538983207,538.983207,93,Released,Brave,6.7,4641
185000000,185,28,188927,en,Star Trek Beyond,65.352913,7/7/2016,7,343471816,343.471816,122,Released,Star Trek Beyond,6.6,2568
180000000,180,16,10681,en,WALL·E,66.390712,22/6/2008,6,521311860,521.31186,98,Released,WALL·E,7.8,6296
140000000,140,28,5174,en,Rush Hour 3,22.57178,8/8/2007,8,258022233,258.022233,91,Released,Rush Hour 3,6.1,783
200000000,200,28,14161,en,2012,45.274225,10/10/2009,10,769653595,769.653595,158,Released,2012,5.6,4903
200000000,200,16,17979,en,A Christmas Carol,39.744242,4/11/2009,11,325233863,325.233863,96,Released,A Christmas Carol,6.6,1095
176000003,176.000003,87,76757,en,Jupiter Ascending,85.36908,4/2/2015,2,183987723,183.987723,124,Released,Jupiter Ascending,5.2,2768
180000000,180,28,258489,en,The Legend of Tarzan,42.741719,29/6/2016,6,356743061,356.743061,109,Released,The Legend of Tarzan,5.5,2430
180000000,180,12,411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,7/12/2005,12,748806957,748.806957,143,Released,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629
178000000,178,87,246655,en,X-Men: Apocalypse,139.272042,18/5/2016,5,543934787,543.934787,144,Released,X-Men: Apocalypse,6.4,4721
185000000,185,18,155,en,The Dark Knight,187.322927,16/7/2008,7,1004558444,1004.558444,152,Released,The Dark Knight,8.2,12002
175000000,175,16,14160,en,Up,92.201962,13/5/2009,5,735099082,735.099082,96,Released,Up,7.7,6870
175000000,175,16,15512,en,Monsters vs Aliens,36.167578,19/3/2009,3,381509870,381.50987,94,Released,Monsters vs Aliens,6,1423
140000000,140,28,1726,en,Iron Man,120.725053,30/4/2008,4,585174222,585.174222,126,Released,Iron Man,7.4,8776
170000000,170,12,44826,en,Hugo,32.319043,22/11/2011,11,185770160,185.77016,126,Released,Hugo,7,2141
170000000,170,28,8487,en,Wild Wild West,40.748915,29/6/1999,6,222104681,222.104681,106,Released,Wild Wild West,5.1,1020
145000000,145,12,1735,en,The Mummy: Tomb of the Dragon Emperor,60.034162,1/7/2008,7,401128639,401.128639,112,Released,The Mummy: Tomb of the Dragon Emperor,5.2,1387
175000000,175,28,297761,en,Suicide Squad,90.23792,2/8/2016,8,745000000,745,123,Released,Suicide Squad,5.9,7458
175000000,175,14,2698,en,Evan Almighty,27.082182,9/6/2007,6,173000000,173,96,Released,Evan Almighty,5.3,1151
178000000,178,28,137113,en,Edge of Tomorrow,79.456485,27/5/2014,5,370541256,370.541256,113,Released,Edge of Tomorrow,7.6,4858
175000000,175,12,9804,en,Waterworld,44.640292,28/7/1995,7,264218220,264.21822,135,Released,Waterworld,5.9,992
175000000,175,12,14869,en,G.I. Joe: The Rise of Cobra,32.852443,4/8/2009,8,302469017,302.469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962
175000000,175,18,150540,en,Inside Out,128.655964,9/6/2015,6,857611174,857.611174,94,Released,Inside Out,8,6560
175000000,175,10,278927,en,The Jungle Book,94.199316,7/4/2016,4,966550600,966.5506,106,Released,The Jungle Book,6.7,2892
200000000,200,12,10138,en,Iron Man 2,77.300194,28/4/2010,4,623933331,623.933331,124,Released,Iron Man 2,6.6,6849
170000000,170,12,58595,en,Snow White and the Huntsman,77.178973,30/5/2012,5,396600000,396.6,127,Released,Snow White and the Huntsman,5.8,3118
180000000,180,14,102651,en,Maleficent,110.620647,28/5/2014,5,758539785,758.539785,97,Released,Maleficent,7,4496
170000000,170,87,119450,en,Dawn of the Planet of the Apes,243.791743,26/6/2014,6,710644566,710.644566,130,Released,Dawn of the Planet of the Apes,7.3,4410
27000000,27,28,79698,en,The Lovers,2.418535,13/2/2015,2,0,0,109,Released,The Lovers,4.8,34
175000000,175,18,64686,en,47 Ronin,41.796339,6/12/2013,12,150962475,150.962475,119,Released,47 Ronin,5.9,1326
170000000,170,28,100402,en,Captain America: The Winter Soldier,72.225265,20/3/2014,3,714766572,714.766572,136,Released,Captain America: The Winter Soldier,7.6,5764
165000000,165,35,10192,en,Shrek Forever After,44.041186,16/5/2010,5,752600867,752.600867,93,Released,Shrek Forever After,6,1959
190000000,190,12,158852,en,Tomorrowland,130.311355,19/5/2015,5,209154322,209.154322,130,Released,Tomorrowland,6.2,2846
165000000,165,12,177572,en,Big Hero 6,203.73459,24/10/2014,10,652105443,652.105443,102,Released,Big Hero 6,7.8,6135
165000000,165,10,82690,en,Wreck-It Ralph,62.341073,1/11/2012,11,471222889,471.222889,108,Released,Wreck-It Ralph,7.1,4570
165000000,165,12,5255,en,The Polar Express,47.323228,10/11/2004,11,305875730,305.87573,100,Released,The Polar Express,6.4,1474
165000000,165,28,47933,en,Independence Day: Resurgence,48.775723,22/6/2016,6,389681935,389.681935,120,Released,Independence Day: Resurgence,4.9,2491
165000000,165,14,10191,en,How to Train Your Dragon,67.263269,5/3/2010,3,494878759,494.878759,98,Released,How to Train Your Dragon,7.5,4227
200000000,200,28,296,en,Terminator 3: Rise of the Machines,69.405188,2/7/2003,7,435000000,435,109,Released,Terminator 3: Rise of the Machines,5.9,2143
170000000,170,28,118340,en,Guardians of the Galaxy,481.098624,30/7/2014,7,773328629,773.328629,121,Released,Guardians of the Galaxy,7.9,9742
165000000,165,12,157336,en,Interstellar,724.247784,5/11/2014,11,675120017,675.120017,169,Released,Interstellar,8.1,10867
160000000,160,28,27205,en,Inception,167.58371,14/7/2010,7,825532764,825.532764,148,Released,Inception,8.1,13752
15000000,15,28,315011,ja,シン・ゴジラ,9.476999,29/7/2016,7,77000000,77,120,Released,Shin Godzilla,6.5,143
250000000,250,12,49051,en,The Hobbit: An Unexpected Journey,108.849621,26/11/2012,11,1021103568,1021.103568,169,Released,The Hobbit: An Unexpected Journey,7,8297
38000000,38,28,9799,en,The Fast and the Furious,6.909942,22/6/2001,6,207283925,207.283925,106,Released,The Fast and the Furious,6.6,3428
150000000,150,14,4922,en,The Curious Case of Benjamin Button,60.269279,24/11/2008,11,333932083,333.932083,166,Released,The Curious Case of Benjamin Button,7.3,3292
160000000,160,28,49538,en,X-Men: First Class,3.195174,24/5/2011,5,353624124,353.624124,132,Released,X-Men: First Class,7.1,5181
160000000,160,28,131634,en,The Hunger Games: Mockingjay - Part 2,127.284427,18/11/2015,11,653428261,653.428261,137,Released,The Hunger Games: Mockingjay - Part 2,6.6,3984
150000000,150,14,27022,en,The Sorcerer's Apprentice,35.580815,13/7/2010,7,215283742,215.283742,109,Released,The Sorcerer's Apprentice,5.8,1470
160000000,160,12,503,en,Poseidon,21.133748,12/5/2006,5,181674817,181.674817,99,Released,Poseidon,5.5,583
170000000,170,14,241259,en,Alice Through the Looking Glass,56.268916,25/5/2016,5,299370084,299.370084,113,Released,Alice Through the Looking Glass,6.5,1725
160000000,160,14,810,en,Shrek the Third,42.986467,17/5/2007,5,798958165,798.958165,93,Released,Shrek the Third,6,2278
160000000,160,28,68735,en,Warcraft,63.148529,25/5/2016,5,433677183,433.677183,123,Released,Warcraft,6.3,2268
155000000,155,87,87101,en,Terminator Genisys,202.042635,23/6/2015,6,440603537,440.603537,126,Released,Terminator Genisys,5.8,3631
155000000,155,12,10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,13/8/2010,8,415686217,415.686217,113,Released,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514
140000000,140,36,676,en,Pearl Harbor,34.20669,21/5/2001,5,449220945,449.220945,183,Released,Pearl Harbor,6.6,1791
150000000,150,12,1858,en,Transformers,25.468493,27/6/2007,6,709709780,709.70978,144,Released,Transformers,6.6,4040
155000000,155,10,1966,en,Alexander,39.019229,21/11/2004,11,167298192,167.298192,175,Released,Alexander,5.6,927
150000000,150,12,675,en,Harry Potter and the Order of the Phoenix,78.144395,28/6/2007,6,938212738,938.212738,138,Released,Harry Potter and the Order of the Phoenix,7.4,5494
150000000,150,12,674,en,Harry Potter and the Goblet of Fire,101.250416,5/11/2005,11,895921036,895.921036,157,Released,Harry Potter and the Goblet of Fire,7.5,5608
150000000,150,14,8960,en,Hancock,56.758411,1/7/2008,7,624029371,624.029371,92,Released,Hancock,6.2,2961
150000000,150,18,6479,en,I Am Legend,70.867401,14/12/2007,12,585349010,585.34901,101,Released,I Am Legend,6.9,4853
150000000,150,12,118,en,Charlie and the Chocolate Factory,53.905592,13/7/2005,7,474968763,474.968763,115,Released,Charlie and the Chocolate Factory,6.7,3624
150000000,150,16,2062,en,Ratatouille,65.677399,22/6/2007,6,623722818,623.722818,111,Released,Ratatouille,7.5,4369
150000000,150,28,272,en,Batman Begins,115.040024,10/6/2005,6,374218673,374.218673,140,Released,Batman Begins,7.5,7359
150000000,150,10,10527,en,Madagascar: Escape 2 Africa,44.141021,30/10/2008,10,603900354,603.900354,89,Released,Madagascar: Escape 2 Africa,6.2,1810
150000000,150,12,18360,en,Night at the Museum: Battle of the Smithsonian,81.781591,20/5/2009,5,413106170,413.10617,105,Released,Night at the Museum: Battle of the Smithsonian,5.9,1971
150000000,150,12,2080,en,X-Men Origins: Wolverine,5.954334,28/4/2009,4,373062864,373.062864,107,Released,X-Men Origins: Wolverine,6.2,4021
150000000,150,12,605,en,The Matrix Revolutions,73.313918,5/11/2003,11,424988211,424.988211,129,Released,The Matrix Revolutions,6.4,3096
150000000,150,16,109445,en,Frozen,165.125366,27/11/2013,11,1274219009,1274.219009,102,Released,Frozen,7.3,5295
150000000,150,12,604,en,The Matrix Reloaded,70.78591,15/5/2003,5,738599701,738.599701,138,Released,The Matrix Reloaded,6.7,3443
170000000,170,28,76338,en,Thor: The Dark World,99.499595,29/10/2013,10,644571402,644.571402,112,Released,Thor: The Dark World,6.8,4755
150000000,150,28,76341,en,Mad Max: Fury Road,434.278564,13/5/2015,5,378858340,378.85834,120,Released,Mad Max: Fury Road,7.2,9427
150000000,150,53,13448,en,Angels & Demons,67.447636,13/5/2009,5,356613439,356.613439,138,Released,Angels & Demons,6.5,2129
150000000,150,12,10195,en,Thor,86.493424,21/4/2011,4,449326618,449.326618,115,Released,Thor,6.6,6525
150000000,150,16,13053,en,Bolt,41.845878,21/11/2008,11,309979994,309.979994,98,Released,Bolt,6.3,1750
150000000,150,14,19585,en,G-Force,26.710398,21/7/2009,7,292817841,292.817841,88,Released,G-Force,5.1,510
150000000,150,12,57165,en,Wrath of the Titans,44.927635,27/3/2012,3,301000000,301,99,Released,Wrath of the Titans,5.5,1431
150000000,150,35,62213,en,Dark Shadows,50.306728,8/5/2012,5,245527149,245.527149,113,Released,Dark Shadows,5.7,2320
150000000,150,28,177677,en,Mission: Impossible - Rogue Nation,114.522237,23/7/2015,7,682330139,682.330139,131,Released,Mission: Impossible - Rogue Nation,7.1,3224
150000000,150,18,7978,en,The Wolfman,21.214571,11/2/2010,2,0,0,102,Released,The Wolfman,5.5,549
150000000,150,10,5559,en,Bee Movie,29.332905,28/10/2007,10,287594577,287.594577,91,Released,Bee Movie,5.7,1171
150000000,150,16,49444,en,Kung Fu Panda 2,51.247321,25/5/2011,5,665692281,665.692281,91,Released,Kung Fu Panda 2,6.7,1880
150000000,150,28,10196,en,The Last Airbender,33.769336,30/6/2010,6,318502923,318.502923,103,Released,The Last Airbender,4.7,1151
150000000,150,12,956,en,Mission: Impossible III,63.079003,3/5/2006,5,397850012,397.850012,126,Released,Mission: Impossible III,6.5,2028
150000000,150,28,117251,en,White House Down,39.004588,27/6/2013,6,205366737,205.366737,131,Released,White House Down,6.4,1891
150000000,150,12,50321,en,Mars Needs Moms,12.362599,9/3/2011,3,38992758,38.992758,88,Released,Mars Needs Moms,5.5,199
149000000,149,12,11619,en,Flushed Away,22.550135,22/10/2006,10,64459316,64.459316,85,Released,Flushed Away,6,874
150000000,150,12,266647,en,Pan,48.03528,24/9/2015,9,128388320,128.38832,111,Released,Pan,5.9,954
145000000,145,16,82703,en,Mr. Peabody & Sherman,38.73494,7/2/2014,2,272912430,272.91243,92,Released,Mr. Peabody & Sherman,6.7,843
175000000,175,12,652,en,Troy,66.803149,13/5/2004,5,497409852,497.409852,163,Released,Troy,6.9,2759
145000000,145,16,80321,en,Madagascar 3: Europe's Most Wanted,44.989192,6/6/2012,6,746921274,746.921274,93,Released,Madagascar 3: Europe's Most Wanted,6.4,1808
140000000,140,12,36669,en,Die Another Day,54.159392,17/11/2002,11,431971116,431.971116,133,Released,Die Another Day,5.8,1092
144000000,144,28,43074,en,Ghostbusters,66.21806,14/7/2016,7,229147509,229.147509,116,Released,Ghostbusters,5.3,2142
140000000,140,28,95,en,Armageddon,58.485967,1/7/1998,7,553799566,553.799566,151,Released,Armageddon,6.4,2482
140000000,140,28,608,en,Men in Black II,91.332849,3/7/2002,7,441818803,441.818803,88,Released,Men in Black II,6,3114
70000000,70,12,2310,en,Beowulf,35.601665,5/11/2007,11,195735876,195.735876,115,Released,Beowulf,5.5,841
145000000,145,28,140300,en,Kung Fu Panda 3,56.747978,23/1/2016,1,521170825,521.170825,95,Released,Kung Fu Panda 3,6.7,1603
145000000,145,28,56292,en,Mission: Impossible - Ghost Protocol,77.77477,7/12/2011,12,694713380,694.71338,133,Released,Mission: Impossible - Ghost Protocol,6.8,3972
145000000,145,14,81188,en,Rise of the Guardians,61.788035,21/11/2012,11,306941670,306.94167,97,Released,Rise of the Guardians,7.1,1922
100000000,100,35,7552,en,Fun with Dick and Jane,25.159168,21/12/2005,12,202026112,202.026112,90,Released,Fun with Dick and Jane,5.9,627
140000000,140,18,616,en,The Last Samurai,52.341226,5/12/2003,12,456758981,456.758981,154,Released,The Last Samurai,7.3,1895
140000000,140,12,147441,en,Exodus: Gods and Kings,101.599427,3/12/2014,12,268031828,268.031828,150,Released,Exodus: Gods and Kings,5.6,1921
150000000,150,87,13475,en,Star Trek,73.616808,6/5/2009,5,385680446,385.680446,127,Released,Star Trek,7.4,4518
139000000,139,14,557,en,Spider-Man,82.502566,1/5/2002,5,821708551,821.708551,121,Released,Spider-Man,6.8,5265
145000000,145,14,82702,en,How to Train Your Dragon 2,100.21391,12/6/2014,6,609123048,609.123048,102,Released,How to Train Your Dragon 2,7.6,3106
140000000,140,14,205584,en,Gods of Egypt,56.257249,25/2/2016,2,150680864,150.680864,127,Released,Gods of Egypt,5.3,1277
135000000,135,28,10048,en,Stealth,17.88953,28/7/2005,7,76932943,76.932943,121,Released,Stealth,4.9,331
130000000,130,28,13183,en,Watchmen,64.798873,5/3/2009,3,185258983,185.258983,163,Released,Watchmen,7,2811
140000000,140,28,944,en,Lethal Weapon 4,24.855701,10/7/1998,7,285444603,285.444603,127,Released,Lethal Weapon 4,6.3,767
137000000,137,18,1927,en,Hulk,34.981698,19/6/2003,6,245360480,245.36048,138,Released,Hulk,5.3,1533
130000000,130,12,72559,en,G.I. Joe: Retaliation,59.325589,26/3/2013,3,371876278,371.876278,110,Released,G.I. Joe: Retaliation,5.4,3025
130000000,130,28,7364,en,Sahara,21.605568,6/4/2005,4,119269486,119.269486,124,Released,Sahara,5.7,434
137000000,137,12,2114,en,Final Fantasy: The Spirits Within,26.074908,2/7/2001,7,85131830,85.13183,106,Released,Final Fantasy: The Spirits Within,5.9,433
140000000,140,28,1771,en,Captain America: The First Avenger,74.506246,22/7/2011,7,370569774,370.569774,124,Released,Captain America: The First Avenger,6.6,7047
135000000,135,12,36643,en,The World Is Not Enough,39.604363,8/11/1999,11,361832400,361.8324,128,Released,The World Is Not Enough,6,862
150000000,150,12,8619,en,Master and Commander: The Far Side of the World,36.973031,14/11/2003,11,212011111,212.011111,138,Released,Master and Commander: The Far Side of the World,6.9,790
120000000,120,12,50620,en,The Twilight Saga: Breaking Dawn - Part 2,99.687084,13/11/2012,11,829000000,829,115,Released,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
130000000,130,16,65759,en,Happy Feet Two,17.7735,17/11/2011,11,150406466,150.406466,100,Released,Happy Feet Two,5.8,373
150000000,150,87,1724,en,The Incredible Hulk,62.898336,12/6/2008,6,163712074,163.712074,114,Released,The Incredible Hulk,6.1,3021
140000000,140,12,267935,en,The BFG,44.19092,1/6/2016,6,183345589,183.345589,120,Released,The BFG,6,1000
135000000,135,37,281957,en,The Revenant,100.635882,25/12/2015,12,532950503,532.950503,156,Released,The Revenant,7.3,6396
135000000,135,16,77950,en,Turbo,44.765377,11/7/2013,7,282570682,282.570682,96,Released,Turbo,6.1,1074
135000000,135,16,44896,en,Rango,29.91353,2/3/2011,3,245724603,245.724603,107,Released,Rango,6.6,2051
132000000,132,10,270946,en,Penguins of Madagascar,84.366984,22/11/2014,11,373552094,373.552094,92,Released,Penguins of Madagascar,6.5,1346
70000000,70,28,2503,en,The Bourne Ultimatum,45.381501,3/8/2007,8,442824138,442.824138,115,Released,The Bourne Ultimatum,7.3,2888
130000000,130,12,9502,en,Kung Fu Panda,84.689648,4/6/2008,6,631744560,631.74456,90,Released,Kung Fu Panda,6.9,3145
130000000,130,87,102899,en,Ant-Man,120.09361,14/7/2015,7,519311965,519.311965,117,Released,Ant-Man,7,5880
130000000,130,12,101299,en,The Hunger Games: Catching Fire,76.310119,15/11/2013,11,847423452,847.423452,146,Released,The Hunger Games: Catching Fire,7.4,6495
135000000,135,14,228161,en,Home,63.473086,18/3/2015,3,368871007,368.871007,94,Released,Home,6.8,1519
132000000,132,12,74,en,War of the Worlds,48.572726,28/6/2005,6,591739379,591.739379,116,Released,War of the Worlds,6.2,2322
130000000,130,12,8961,en,Bad Boys II,38.068736,18/7/2003,7,273339556,273.339556,147,Released,Bad Boys II,6.3,1564
130000000,130,28,417859,en,Puss in Boots,20.678787,28/10/2011,10,554987477,554.987477,90,Released,Puss in Boots,6.4,451
110000000,110,28,27576,en,Salt,48.829437,21/7/2010,7,293329073,293.329073,100,Released,Salt,6.2,2093
125000000,125,18,86834,en,Noah,46.115758,20/3/2014,3,362637473,362.637473,139,Released,Noah,5.6,2350
130000000,130,12,17578,en,The Adventures of Tintin,89.938296,25/10/2011,10,371940071,371.940071,107,Released,The Adventures of Tintin,6.7,2061
130000000,130,12,673,en,Harry Potter and the Prisoner of Azkaban,79.679601,31/5/2004,5,789804554,789.804554,141,Released,Harry Potter and the Prisoner of Azkaban,7.7,5877
130000000,130,18,6972,en,Australia,28.840997,18/11/2008,11,49554002,49.554002,165,Released,Australia,6.3,694
130000000,130,87,82700,en,After Earth,42.840582,30/5/2013,5,243843127,243.843127,100,Released,After Earth,5,2532
127500000,127.5,16,10567,en,Dinosaur,26.548594,19/5/2000,5,354248063,354.248063,82,Released,Dinosaur,6.2,542
127000000,127,12,181533,en,Night at the Museum: Secret of the Tomb,115.597753,17/12/2014,12,349424282,349.424282,97,Released,Night at the Museum: Secret of the Tomb,6.1,1851
130000000,130,16,38055,en,Megamind,68.757242,28/10/2010,10,321887208,321.887208,95,Released,Megamind,6.7,1918
125000000,125,12,671,en,Harry Potter and the Philosopher's Stone,109.984351,16/11/2001,11,976475550,976.47555,152,Released,Harry Potter and the Philosopher's Stone,7.5,7006
130000000,130,14,49524,en,R.I.P.D.,39.448066,18/7/2013,7,61648500,61.6485,96,Released,R.I.P.D.,5.4,1260
140000000,140,12,22,en,Pirates of the Caribbean: The Curse of the Black Pearl,271.972889,9/7/2003,7,655011224,655.011224,143,Released,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
125000000,125,87,131631,en,The Hunger Games: Mockingjay - Part 1,206.227151,18/11/2014,11,752100229,752.100229,123,Released,The Hunger Games: Mockingjay - Part 1,6.6,5584
125000000,125,53,591,en,The Da Vinci Code,45.313197,17/5/2006,5,767820459,767.820459,149,Released,The Da Vinci Code,6.5,2704
103000000,103,16,172385,en,Rio 2,42.40024,19/3/2014,3,500188435,500.188435,102,Released,Rio 2,6.3,978
110000000,110,12,36658,en,X2,2.871739,24/4/2003,4,407711549,407.711549,133,Released,X2,6.8,3506
